CTID,Title,Conditions,Study Type,Results First Posted,Company,Intervention
NCT00497146,The PRIMO Study: Paricalcitol Capsules Benefits Renal Failure Induced Cardiac Morbidity in Subjects With Chronic Kidney Disease Stage 3/4,Chronic Kidney Disease|Left Ventricular Hypertrophy,Interventional,23-Dec-11,AbbVie,Drug: paricalcitol
NCT00497146,The PRIMO Study: Paricalcitol Capsules Benefits Renal Failure Induced Cardiac Morbidity in Subjects With Chronic Kidney Disease Stage 3/4,Chronic Kidney Disease|Left Ventricular Hypertrophy,Interventional,23-Dec-11,AbbVie,Drug: placebo
NCT00494013,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes (IOOY),Diabetes Mellitus Type 2,Interventional,4-Nov-09,Eli Lilly and Company,Drug: Insulin Lispro Protamine Suspension
NCT00494013,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes (IOOY),Diabetes Mellitus Type 2,Interventional,4-Nov-09,Eli Lilly and Company,Drug: Detemir
NCT00492024,BAY12-8039: 5 Days for Sinusitis vs Placebo,Sinusitis,Interventional,2-Dec-09,Bayer,"Drug: Moxifloxacin (Avelox, BAY12-8039)"
NCT00492024,BAY12-8039: 5 Days for Sinusitis vs Placebo,Sinusitis,Interventional,2-Dec-09,Bayer,Drug: Placebo
NCT00505687,An Open-Label Extension Trial to Assess the Safety and Tolerability of Long Term Treatment of Rotigotine in Subjects With Idiopathic Parkinson's Disease,Idiopathic Parkinson's Disease,Interventional,12-Jan-10,UCB Pharma,Drug: Rotigotine
NCT00490971,A Study to Evaluate the Effectiveness and Safety of Extended-Release (ER) Paliperidone Compared With Placebo in Delaying the Recurrence of Symptoms in Bipolar I Disorder,Bipolar Disorder,Interventional,5-Mar-12,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Olanzapine
NCT00490971,A Study to Evaluate the Effectiveness and Safety of Extended-Release (ER) Paliperidone Compared With Placebo in Delaying the Recurrence of Symptoms in Bipolar I Disorder,Bipolar Disorder,Interventional,5-Mar-12,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Paliperidone ER
NCT00490971,A Study to Evaluate the Effectiveness and Safety of Extended-Release (ER) Paliperidone Compared With Placebo in Delaying the Recurrence of Symptoms in Bipolar I Disorder,Bipolar Disorder,Interventional,5-Mar-12,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Placebo
NCT00490919,Buprenorphine Transdermal System (BTDS) in Subjects With Moderate to Severe Chronic Low Back Pain,Low Back Pain,Interventional,9-Sep-10,Purdue Pharma LP,Drug: Buprenorphine transdermal system
NCT00490919,Buprenorphine Transdermal System (BTDS) in Subjects With Moderate to Severe Chronic Low Back Pain,Low Back Pain,Interventional,9-Sep-10,Purdue Pharma LP,Drug: Placebo
NCT00489970,"Persistence Study of GSK Biologicals' Tdap Vaccine 1, 3, 5 and 9 Years Following Administration as an Initial Single Dose in Healthy Young Adults and to Evaluate the Immunogenicity and Safety of Boostrix as a Second Dose of Tdap, When Administered at Year 9",Acellular Pertussis|Tetanus|Diphtheria,Interventional,11-Aug-10,GlaxoSmithKline,Procedure: Taking of blood samples
NCT00489970,"Persistence Study of GSK Biologicals' Tdap Vaccine 1, 3, 5 and 9 Years Following Administration as an Initial Single Dose in Healthy Young Adults and to Evaluate the Immunogenicity and Safety of Boostrix as a Second Dose of Tdap, When Administered at Year 9",Acellular Pertussis|Tetanus|Diphtheria,Interventional,11-Aug-10,GlaxoSmithKline,Biological: Boostrix
NCT00489970,"Persistence Study of GSK Biologicals' Tdap Vaccine 1, 3, 5 and 9 Years Following Administration as an Initial Single Dose in Healthy Young Adults and to Evaluate the Immunogenicity and Safety of Boostrix as a Second Dose of Tdap, When Administered at Year 9",Acellular Pertussis|Tetanus|Diphtheria,Interventional,11-Aug-10,GlaxoSmithKline,Biological: Adacel
NCT00489541,TAXUS PERSEUS Small Vessel,Coronary Artery Disease,Interventional,28-Jun-11,Boston Scientific Corporation,Device: Percutaneous Coronary Intervention (PCI) with paclitaxel-eluting stent (TAXUS Element) implantation
NCT00488514,Long-Term Safety of Treximet (Sumatriptan/Naproxen Sodium) for Migraine in Adolescents,Migraine Disorders,Interventional,6-Sep-10,GlaxoSmithKline,Drug: Combination Tablet of Treximet (sumatriptan/naproxen sodium)
NCT00488319,Open-label Study of Flexible-dose Paliperidone ER (Extended Release) to Treat Adolescent Schizophrenia.,Schizophrenia|Schizophrenic Disorders|Psychotic Disorders|Dementia Praecox,Interventional,6-Jan-14,"Janssen Research & Development, LLC",Drug: Paliperidone ER
NCT02377921,"Phase 3 Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Sialic Acid in Patients With Glucosamine (UDP-N-acetyl)-2-epimerase Myopathy (GNEM) or Hereditary Inclusion Body Myopathy (HIBM)","Hereditary Inclusion Body Myopathy|Distal Myopathy With Rimmed Vacuoles|Distal Myopathy, Nonaka Type|GNE Myopathy",Interventional,9-Jul-18,Ultragenyx Pharmaceutical Inc,Drug: aceneuramic acid extended-release (Ace-ER)
NCT02377921,"Phase 3 Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Sialic Acid in Patients With Glucosamine (UDP-N-acetyl)-2-epimerase Myopathy (GNEM) or Hereditary Inclusion Body Myopathy (HIBM)","Hereditary Inclusion Body Myopathy|Distal Myopathy With Rimmed Vacuoles|Distal Myopathy, Nonaka Type|GNE Myopathy",Interventional,9-Jul-18,Ultragenyx Pharmaceutical Inc,Drug: Placebo
NCT00500149,A Classroom Study to Assess the Time of Onset of Vyvanse (Lisdexamfetamine Dimesylate) in Pediatric Subjects Aged 6-12 With Attention Deficit/Hyperactivity Disorder (ADHD),ADHD,Interventional,5-Jun-09,Shire,Drug: Vyvanse (lisdexamfetamine dimesylate)
NCT00500149,A Classroom Study to Assess the Time of Onset of Vyvanse (Lisdexamfetamine Dimesylate) in Pediatric Subjects Aged 6-12 With Attention Deficit/Hyperactivity Disorder (ADHD),ADHD,Interventional,5-Jun-09,Shire,Drug: Placebo
NCT00486031,"Open-Label, Long-term Balsalziade Disodium Tablet Ulcerative Colitis Study",Inflammatory Bowel Disease|Ulcerative Colitis,Interventional,19-Jan-18,"Bausch Health Americas, Inc.",Drug: Balsalazide Disodium
NCT00484419,"Effects of Colesevelam HCl, Rosiglitazone, Sitagliptin on Control of Blood Glucose and Lipids in Type 2 Diabetes Patients Whose Blood Glucose Isn't Completely Controlled With Metformin",Type 2 Diabetes|Hyperlipidemia,Interventional,17-Jun-09,"Daiichi Sankyo, Inc.",Drug: Colesevelam HCl
NCT00484419,"Effects of Colesevelam HCl, Rosiglitazone, Sitagliptin on Control of Blood Glucose and Lipids in Type 2 Diabetes Patients Whose Blood Glucose Isn't Completely Controlled With Metformin",Type 2 Diabetes|Hyperlipidemia,Interventional,17-Jun-09,"Daiichi Sankyo, Inc.",Drug: rosiglitazone maleate
NCT00484419,"Effects of Colesevelam HCl, Rosiglitazone, Sitagliptin on Control of Blood Glucose and Lipids in Type 2 Diabetes Patients Whose Blood Glucose Isn't Completely Controlled With Metformin",Type 2 Diabetes|Hyperlipidemia,Interventional,17-Jun-09,"Daiichi Sankyo, Inc.",Drug: sitagliptin phosphate
NCT00484315,TAXUS PERSEUS Workhorse,Coronary Artery Disease,Interventional,28-Jun-11,Boston Scientific Corporation,Device: Percutaneous coronary intervention (PCI) with paclitaxel-eluting stent (TAXUS Element) implantation
NCT00484315,TAXUS PERSEUS Workhorse,Coronary Artery Disease,Interventional,28-Jun-11,Boston Scientific Corporation,Device: Percutaneous coronary intervention (PCI) with paclitaxel-eluting stent (TAXUS Express) placement
NCT00483652,Study of Fampridine-SR Tablets in Multiple Sclerosis Patients,Multiple Sclerosis,Interventional,14-Apr-11,Acorda Therapeutics,Drug: Fampridine-SR
NCT00483652,Study of Fampridine-SR Tablets in Multiple Sclerosis Patients,Multiple Sclerosis,Interventional,14-Apr-11,Acorda Therapeutics,Drug: Placebo
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,"Sanofi Pasteur, a Sanofi Company",Biological: Menactra®: Meningococcal Polysaccharide Diphtheria Toxoid Conjugate
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,"Sanofi Pasteur, a Sanofi Company",Biological: Measles-mumps-rubella-varicella vaccine
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,"Sanofi Pasteur, a Sanofi Company",Biological: Routine paediatric vaccine - Pneumococcal conjugate (PCV)
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,"Sanofi Pasteur, a Sanofi Company",Biological: Routine paediatric vaccine - Hepatitis A
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,Sanofi,Biological: Menactra®: Meningococcal Polysaccharide Diphtheria Toxoid Conjugate
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,Sanofi,Biological: Measles-mumps-rubella-varicella vaccine
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,Sanofi,Biological: Routine paediatric vaccine - Pneumococcal conjugate (PCV)
NCT00483574,Study of the Safety of Menactra® Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella,Interventional,6-Jul-11,Sanofi,Biological: Routine paediatric vaccine - Hepatitis A
NCT00483548,Adjunctive Ziprasidone in the Treatment of Bipolar I Depression,"Bipolar Disorder|Depression, Bipolar",Interventional,23-Feb-10,Pfizer,Drug: Ziprasidone
NCT00483548,Adjunctive Ziprasidone in the Treatment of Bipolar I Depression,"Bipolar Disorder|Depression, Bipolar",Interventional,23-Feb-10,Pfizer,Drug: Placebo
NCT00479401,"Efficacy, Safety, Tolerability of Pramipexol ER Versus Pramipexol IR Versus Placebo in Early PD Patients",Early Parkinson Disease (Early PD),Interventional,15-Apr-10,Boehringer Ingelheim,Drug: Pramipexol Extended Release
NCT00479401,"Efficacy, Safety, Tolerability of Pramipexol ER Versus Pramipexol IR Versus Placebo in Early PD Patients",Early Parkinson Disease (Early PD),Interventional,15-Apr-10,Boehringer Ingelheim,Drug: Pramipexol Immediate Release
NCT00479401,"Efficacy, Safety, Tolerability of Pramipexol ER Versus Pramipexol IR Versus Placebo in Early PD Patients",Early Parkinson Disease (Early PD),Interventional,15-Apr-10,Boehringer Ingelheim,Drug: Placebo
NCT00478192,Study of Efficacy & Safety for 3 Infusion Regimens of IV Conivaptan in Subjects With Euvolemic or Hypervolemic Hyponatremia,Hyponatremia,Interventional,21-Apr-10,Cumberland Pharmaceuticals,Drug: Conivaptan
NCT00478192,Study of Efficacy & Safety for 3 Infusion Regimens of IV Conivaptan in Subjects With Euvolemic or Hypervolemic Hyponatremia,Hyponatremia,Interventional,21-Apr-10,Cumberland Pharmaceuticals,Drug: Placebo
NCT00477672,A Study of the Safety and Efficacy of Pimavanserin (ACP-103) in Patients With Parkinson's Disease Psychosis,Parkinson's Disease Psychosis,Interventional,26-Mar-14,ACADIA Pharmaceuticals Inc.,Drug: Pimavanserin tartrate (ACP-103)
NCT00477672,A Study of the Safety and Efficacy of Pimavanserin (ACP-103) in Patients With Parkinson's Disease Psychosis,Parkinson's Disease Psychosis,Interventional,26-Mar-14,ACADIA Pharmaceuticals Inc.,Drug: Placebo
NCT00477633,Study of Safety and Efficacy of an Oral Contraceptive,Contraception,Interventional,24-Jan-11,Warner Chilcott,Drug: Norethindrone/ethinyl estradiol
NCT00477490,Efficacy and Safety of Desmopressin Melt for the Treatment of Nocturia,Nocturia,Interventional,2-Nov-15,Ferring Pharmaceuticals,Drug: desmopressin acetate
NCT00477490,Efficacy and Safety of Desmopressin Melt for the Treatment of Nocturia,Nocturia,Interventional,2-Nov-15,Ferring Pharmaceuticals,Drug: Placebo
NCT00475852,A Study Testing the Effectiveness of Nesiritide in Patients With Acute Decompensated Heart Failure,Heart Decompensation,Interventional,10-May-12,"Scios, Inc.",Drug: Nesiritide
NCT00475852,A Study Testing the Effectiveness of Nesiritide in Patients With Acute Decompensated Heart Failure,Heart Decompensation,Interventional,10-May-12,"Scios, Inc.",Drug: Placebo
NCT00474786,Temsirolimus Versus Sorafenib As Second-Line Therapy In Patients With Advanced RCC Who Have Failed First-Line Sunitinib,Renal Cell Carcinoma,Interventional,7-Mar-13,Pfizer,Drug: Sorafenib
NCT00474786,Temsirolimus Versus Sorafenib As Second-Line Therapy In Patients With Advanced RCC Who Have Failed First-Line Sunitinib,Renal Cell Carcinoma,Interventional,7-Mar-13,Pfizer,Drug: temsirolimus (Torisel)
NCT00474630,A Safety and Efficacy Study Comparing Naltrexone SR/Bupropion SR and Placebo in Obese Subjects With Type 2 Diabetes,"Obesity|Overweight|Diabetes Mellitus, Type 2",Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Drug: Naltrexone SR 32 mg/bupropion SR 360 mg/ day
NCT00474630,A Safety and Efficacy Study Comparing Naltrexone SR/Bupropion SR and Placebo in Obese Subjects With Type 2 Diabetes,"Obesity|Overweight|Diabetes Mellitus, Type 2",Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Drug: Placebo
NCT00474630,A Safety and Efficacy Study Comparing Naltrexone SR/Bupropion SR and Placebo in Obese Subjects With Type 2 Diabetes,"Obesity|Overweight|Diabetes Mellitus, Type 2",Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Behavioral: Ancillary therapy
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: Meningococcal ACWY Conjugate Vaccine
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: DTaP-IPV-HBV
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: Hib
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: Rotavirus
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: Pneumococcal 7-valent Conjugate Vaccine
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: HAV
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: MMR-V
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis Vaccines,Biological: DTaP
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: Meningococcal ACWY Conjugate Vaccine
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: DTaP-IPV-HBV
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: Hib
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: Rotavirus
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: Pneumococcal 7-valent Conjugate Vaccine
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: HAV
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: MMR-V
NCT00474526,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Vaccine In Infants,"Meningitis, Meningococcal",Interventional,24-Mar-14,Novartis,Biological: DTaP
NCT00471146,Study Of Gemcitabine Plus AG-013736 Versus Gemcitabine For Advanced Pancreatic Cancer.,"Carcinoma, Pancreatic Ductal",Interventional,16-Jul-12,Pfizer,Drug: AG-013736
NCT00471146,Study Of Gemcitabine Plus AG-013736 Versus Gemcitabine For Advanced Pancreatic Cancer.,"Carcinoma, Pancreatic Ductal",Interventional,16-Jul-12,Pfizer,Drug: Gemcitabine
NCT00471146,Study Of Gemcitabine Plus AG-013736 Versus Gemcitabine For Advanced Pancreatic Cancer.,"Carcinoma, Pancreatic Ductal",Interventional,16-Jul-12,Pfizer,Drug: placebo
NCT00471328,Efficacy and Safety of Nilotinib (AMN107) Compared With Current Treatment Options in Patients With GIST Who Have Failed Both Imatinib and Sunitinib,Gastrointestinal Stromal Tumors,Interventional,17-May-11,Novartis Pharmaceuticals,Drug: Nilotinib
NCT00471328,Efficacy and Safety of Nilotinib (AMN107) Compared With Current Treatment Options in Patients With GIST Who Have Failed Both Imatinib and Sunitinib,Gastrointestinal Stromal Tumors,Interventional,17-May-11,Novartis Pharmaceuticals,Other: Best Supportive Care (BSC) +/- imatinib or sunitinib
NCT00471328,Efficacy and Safety of Nilotinib (AMN107) Compared With Current Treatment Options in Patients With GIST Who Have Failed Both Imatinib and Sunitinib,Gastrointestinal Stromal Tumors,Interventional,17-May-11,Novartis,Drug: Nilotinib
NCT00471328,Efficacy and Safety of Nilotinib (AMN107) Compared With Current Treatment Options in Patients With GIST Who Have Failed Both Imatinib and Sunitinib,Gastrointestinal Stromal Tumors,Interventional,17-May-11,Novartis,Other: Best Supportive Care (BSC) +/- imatinib or sunitinib
NCT00468728,PAR-101/OPT-80 Versus Vancomycin for the Treatment of Clostridium Difficile-Associated Diarrhea (CDAD),Clostridium Infections|Diarrhea,Interventional,29-Jul-11,Optimer Pharmaceuticals LLC,Drug: PAR-101/OPT-80
NCT00468728,PAR-101/OPT-80 Versus Vancomycin for the Treatment of Clostridium Difficile-Associated Diarrhea (CDAD),Clostridium Infections|Diarrhea,Interventional,29-Jul-11,Optimer Pharmaceuticals LLC,Drug: Vancomycin
NCT00468845,Study Of The Efficacy And Safety Of Pregabalin Compared To Placebo For Treatment Of Post-Surgical Pain From Hysterectomy,"Pain, Postoperative",Interventional,26-May-11,Pfizer,Drug: pregabalin (Lyrica)
NCT00468845,Study Of The Efficacy And Safety Of Pregabalin Compared To Placebo For Treatment Of Post-Surgical Pain From Hysterectomy,"Pain, Postoperative",Interventional,26-May-11,Pfizer,Drug: matched placebo
NCT00468559,Phase 3/Safety & Efficacy of Esomeprazole in Infants,Gastroesophageal Reflux Disease (GERD),Interventional,2-Jun-14,AstraZeneca,Drug: Open Label Run In Esomeprazole
NCT00468559,Phase 3/Safety & Efficacy of Esomeprazole in Infants,Gastroesophageal Reflux Disease (GERD),Interventional,2-Jun-14,AstraZeneca,Drug: Double Blind Esomeprazole
NCT00468559,Phase 3/Safety & Efficacy of Esomeprazole in Infants,Gastroesophageal Reflux Disease (GERD),Interventional,2-Jun-14,AstraZeneca,Drug: Double Blind Placebo
NCT00467519,Safety and Immunogenicity of Tdap Vaccine Compared to DTaP Vaccine in Children 4 to 6 Years of Age,Tetanus|Diphtheria|Pertussis,Interventional,3-Dec-10,"Sanofi Pasteur, a Sanofi Company",Biological: Tdap (Tetanus Toxoid Reduced Diphtheria Toxoid/Acellular Pertussis)
NCT00467519,Safety and Immunogenicity of Tdap Vaccine Compared to DTaP Vaccine in Children 4 to 6 Years of Age,Tetanus|Diphtheria|Pertussis,Interventional,3-Dec-10,"Sanofi Pasteur, a Sanofi Company",Biological: DTaP (Diphtheria & Tetanus Toxoids & Acellular Pertussis Adsorbed)
NCT00467519,Safety and Immunogenicity of Tdap Vaccine Compared to DTaP Vaccine in Children 4 to 6 Years of Age,Tetanus|Diphtheria|Pertussis,Interventional,3-Dec-10,Sanofi,Biological: Tdap (Tetanus Toxoid Reduced Diphtheria Toxoid/Acellular Pertussis)
NCT00467519,Safety and Immunogenicity of Tdap Vaccine Compared to DTaP Vaccine in Children 4 to 6 Years of Age,Tetanus|Diphtheria|Pertussis,Interventional,3-Dec-10,Sanofi,Biological: DTaP (Diphtheria & Tetanus Toxoids & Acellular Pertussis Adsorbed)
NCT00467259,Endometrial Safety Study of Transdermal Testosterone (300 Mcg/Day) in Naturally Postmenopausal Women,Hypoactive Sexual Desire Disorder,Interventional,15-Dec-11,Warner Chilcott,Drug: Testosterone Transdermal System
NCT00467259,Endometrial Safety Study of Transdermal Testosterone (300 Mcg/Day) in Naturally Postmenopausal Women,Hypoactive Sexual Desire Disorder,Interventional,15-Dec-11,Warner Chilcott,Drug: Placebo patch
NCT00465088,An Open-Label Study to Compare the Lipid Effects of Niacin ER and Simvastatin (NS) to Atorvastatin in Subjects With Hyperlipidemia or Mixed Dyslipidemia (SUPREME),Hyperlipidemia|Mixed Dyslipidemia,Interventional,13-May-09,Abbott,Drug: Niacin ER/Simvastatin Tablets
NCT00465088,An Open-Label Study to Compare the Lipid Effects of Niacin ER and Simvastatin (NS) to Atorvastatin in Subjects With Hyperlipidemia or Mixed Dyslipidemia (SUPREME),Hyperlipidemia|Mixed Dyslipidemia,Interventional,13-May-09,Abbott,Drug: atorvastatin
NCT00464269,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures",Epilepsy,Interventional,13-Apr-16,UCB Pharma,Other: Placebo
NCT00464269,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures",Epilepsy,Interventional,13-Apr-16,UCB Pharma,Drug: Brivaracetam 2.5 mg
NCT00464269,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures",Epilepsy,Interventional,13-Apr-16,UCB Pharma,Drug: Brivaracetam 10 mg
NCT00464269,"Double-blind, Randomized Study Evaluating the Efficacy and Safety of Brivaracetam in Adults With Partial Onset Seizures",Epilepsy,Interventional,13-Apr-16,UCB Pharma,Drug: Brivaracetam 25 mg
NCT00463606,A Multicenter Study Comparing the Safety and Efficacy of ABT-335 and Rosuvastatin Calcium Combination Therapy to Monotherapy in Subjects With Dyslipidemia,Hypercholesterolemia|Dyslipidemia,Interventional,1-Aug-12,AstraZeneca,Drug: ABT-335 and rosuvastatin calcium
NCT00463606,A Multicenter Study Comparing the Safety and Efficacy of ABT-335 and Rosuvastatin Calcium Combination Therapy to Monotherapy in Subjects With Dyslipidemia,Hypercholesterolemia|Dyslipidemia,Interventional,1-Aug-12,AstraZeneca,Drug: ABT-335
NCT00463606,A Multicenter Study Comparing the Safety and Efficacy of ABT-335 and Rosuvastatin Calcium Combination Therapy to Monotherapy in Subjects With Dyslipidemia,Hypercholesterolemia|Dyslipidemia,Interventional,1-Aug-12,AstraZeneca,Drug: rosuvastatin calcium
NCT00463047,Efficacy and Safety of Fentanyl Buccal Tablets Compared With Oxycodone for the Management of Break Through Pain,Chronic Pain,Interventional,14-Dec-10,Cephalon,Drug: Fentanyl Buccal Tablets Compared With Immediate-Release Oxycodone
NCT00463047,Efficacy and Safety of Fentanyl Buccal Tablets Compared With Oxycodone for the Management of Break Through Pain,Chronic Pain,Interventional,14-Dec-10,Teva Pharmaceutical Industries,Drug: Fentanyl Buccal Tablets Compared With Immediate-Release Oxycodone
NCT00462709,Open-Label C1 Esterase Inhibitor (C1INH-nf) for the Prevention of Acute Hereditary Angioedema (HAE) Attacks,Hereditary Angioedema,Interventional,3-May-10,Shire,Biological: C1 esterase inhibitor [human] (C1INH-nf)
NCT00461591,Single Dose Intravesical Apaziquone Postoperative in Patients Undergoing TURBT for Noninvasive Bladder Cancer (SPI-611),Bladder Cancer,Interventional,15-Aug-17,"Spectrum Pharmaceuticals, Inc",Drug: Apaziquone
NCT00461591,Single Dose Intravesical Apaziquone Postoperative in Patients Undergoing TURBT for Noninvasive Bladder Cancer (SPI-611),Bladder Cancer,Interventional,15-Aug-17,"Spectrum Pharmaceuticals, Inc",Drug: Placebo
NCT00461591,Single Dose Intravesical Apaziquone Postoperative in Patients Undergoing TURBT for Noninvasive Bladder Cancer (SPI-611),Bladder Cancer,Interventional,15-Aug-17,"Spectrum Pharmaceuticals, Inc",Procedure: TURBT
NCT00543439,"Study Evaluating Prophylaxis Treatment & Characterizing Efficacy, Safety, & PK Of B-Domain Deleted Recombinant FVIII",Hemophilia A,Interventional,11-Jan-19,Pfizer,Biological: Moroctocog alfa (AF-CC)
NCT00459667,BEYOND Follow-up: Betaferon®/Betaseron® Efficacy Yielding Outcomes of a New Dose,"Multiple Sclerosis, Relapsing-Remitting",Interventional,17-Aug-09,Bayer,"Drug: Interferon beta-1b (Betaseron, BAY86-5046)"
NCT00457392,A Study In Patients With Non-Small Cell Lung Cancer To Test If Erlotinib Plus SU011248 Is Better Than Erlotinib Alone,"Carcinoma, Non-Small Cell Lung",Interventional,2-Aug-11,Pfizer,Drug: erlotinib
NCT00457392,A Study In Patients With Non-Small Cell Lung Cancer To Test If Erlotinib Plus SU011248 Is Better Than Erlotinib Alone,"Carcinoma, Non-Small Cell Lung",Interventional,2-Aug-11,Pfizer,Drug: sunitinib
NCT00457392,A Study In Patients With Non-Small Cell Lung Cancer To Test If Erlotinib Plus SU011248 Is Better Than Erlotinib Alone,"Carcinoma, Non-Small Cell Lung",Interventional,2-Aug-11,Pfizer,Drug: placebo
NCT00457015,Efficacy Study of DX-88 (Ecallantide) to Treat Acute Attacks of Hereditary Angioedema (HAE),Hereditary Angioedema (HAE),Interventional,4-May-10,Shire,Drug: ecallantide
NCT00457015,Efficacy Study of DX-88 (Ecallantide) to Treat Acute Attacks of Hereditary Angioedema (HAE),Hereditary Angioedema (HAE),Interventional,4-May-10,Shire,"Drug: Phosphate Buffer Saline (PBS), pH 7.0"
NCT00457002,Study of Apixaban for the Prevention of Thrombosis-related Events in Patients With Acute Medical Illness,Venous Thrombosis|Pulmonary Embolism,Interventional,20-May-14,Bristol-Myers Squibb,Drug: Apixaban
NCT00457002,Study of Apixaban for the Prevention of Thrombosis-related Events in Patients With Acute Medical Illness,Venous Thrombosis|Pulmonary Embolism,Interventional,20-May-14,Bristol-Myers Squibb,Drug: Enoxaparin
NCT00456508,Safety and Efficacy Study of Repeated Doses of DX-88 (Ecallantide) to Treat Attacks of Hereditary Angioedema (HAE),Hereditary Angioedema (HAE),Interventional,28-Dec-12,Shire,Drug: ecallantide
